x,y
51.0,51.0
51.0,484.1111111111111
51.0,917.2222222222222
51.0,1350.3333333333333
51.0,1783.4444444444443
51.0,2216.5555555555557
51.0,2649.6666666666665
51.0,3082.7777777777774
51.0,3515.8888888888887
51.0,3949.0
484.11111,51.0
917.2222212500001,51.0
1350.3333325,51.0
1783.4444437500001,51.0
2216.555555,51.0
2649.66666625,51.0
3082.7777775,51.0
3515.8888887499998,51.0
3949.0,51.0
3949.0,484.1111111111111
3949.0,917.2222222222222
3949.0,1350.3333333333333
3949.0,1783.4444444444443
3949.0,2216.5555555555557
3949.0,2649.6666666666665
3949.0,3082.7777777777774
3949.0,3515.8888888888887
484.11111,3949.0
917.2222212500001,3949.0
1350.3333325,3949.0
1783.4444437500001,3949.0
2216.555555,3949.0
2649.66666625,3949.0
3082.7777775,3949.0
3515.8888887499998,3949.0
3949.0,3949.0
2425.708710449623,1084.4111026776327
2228.0737311134003,2912.206420846192
1151.0720135483357,1662.943549600344
2384.3881157337555,2336.497942341315
1693.3030204865643,2770.213540649066
2945.502737467692,1249.4873703274602
1795.9568402414727,1169.6303791088835
1155.281505907698,1081.037307690159
1751.978749936776,2031.7013409535984
2890.582866845581,2783.155147312059
2287.5221310366505,1646.5252647947364
1116.3652997249394,2942.3148068935484
1106.339829474443,2324.544998025043
2901.6065859414657,2005.8887725416255
