x,y
51.0,51.0
51.0,484.1111111111111
51.0,917.2222222222222
51.0,1350.3333333333333
51.0,1783.4444444444443
51.0,2216.5555555555557
51.0,2649.6666666666665
51.0,3082.7777777777774
51.0,3515.8888888888887
51.0,3949.0
484.11111,51.0
917.2222212500001,51.0
1350.3333325,51.0
1783.4444437500001,51.0
2216.555555,51.0
2649.66666625,51.0
3082.7777775,51.0
3515.8888887499998,51.0
3949.0,51.0
3949.0,484.1111111111111
3949.0,917.2222222222222
3949.0,1350.3333333333333
3949.0,1783.4444444444443
3949.0,2216.5555555555557
3949.0,2649.6666666666665
3949.0,3082.7777777777774
3949.0,3515.8888888888887
484.11111,3949.0
917.2222212500001,3949.0
1350.3333325,3949.0
1783.4444437500001,3949.0
2216.555555,3949.0
2649.66666625,3949.0
3082.7777775,3949.0
3515.8888887499998,3949.0
3949.0,3949.0
3158.455930679138,2811.159575345278
2695.073558407483,2486.6957452071665
2231.6911861358276,2162.2319150690555
1768.3088138641724,1837.7680849309445
1304.9264415925172,1513.3042547928335
841.5440693208618,1188.8404246547223
2011.4162625978747,3216.4989391480353
1625.2642857048286,2946.1124140329434
1239.112308811783,2675.7258889178506
852.9603319187365,2405.339363802758
3147.0396680812637,1594.6606361972422
2760.887691188217,1324.2741110821491
2374.7357142951714,1053.887585967057
1988.5837374021253,783.5010608519644
