x,y
505.6639765848756,3564.276142221658
934.6180964326213,3639.912327036868
1363.5722162803677,3715.5485118520783
1792.5263361281136,3791.1846966672883
2221.4804559758595,3866.8208814824984
2650.4345758236054,3942.4570662977085
677.1415520309695,2591.7784861221025
1106.0956718787152,2667.4146709373126
1535.0497917264615,2743.0508557525227
1964.0039115742075,2818.6870405677328
2392.9580314219534,2894.323225382943
2821.9121512696993,2969.959410198153
3250.8662711174456,3045.595595013363
3679.8203909651916,3121.231779828573
848.6191274770633,1619.2808300225472
1277.573247324809,1694.9170148377573
1706.5273671725554,1770.5531996529674
2135.4814870203013,1846.1893844681776
2564.435606868047,1921.8255692833877
2993.389726715793,1997.4617540985978
3422.3438465635395,2073.097938913808
3851.2979664112854,2148.734123729018
1020.0967029231572,646.7831739229916
1449.0508227709029,722.4193587382017
1878.0049426186492,798.055543553412
2306.959062466395,873.6917283686221
2735.913182314141,949.3279131838322
3164.867302161887,1024.9640979990422
3593.8214220096334,1100.6002828142523
50.0,51.0
50.0,484.22222222222223
50.0,917.4444444444445
50.0,1350.6666666666667
50.0,1783.888888888889
50.0,2217.1111111111113
50.0,2650.3333333333335
50.0,3083.5555555555557
50.0,3516.777777777778
50.0,3950.0
451.0,50.0
888.375,50.0
1325.75,50.0
1763.125,50.0
2200.5,50.0
2637.875,50.0
3075.25,50.0
3512.625,50.0
3950.0,50.0
3400.0,3950.0
3950.0,3950.0
