x,y
1130.7974161858247,3981.031768622291
1559.7515360335706,3905.3955838070806
1988.705655881317,3829.759398991871
2417.659775729063,3754.1232141766604
2846.6138955768088,3678.487029361451
3275.5680154245547,3602.8508445462408
959.3198407397313,3008.5341125227355
1388.2739605874767,2932.897927707525
1817.2280804352233,2857.2617428923154
2246.1822002829695,2781.625558077105
2675.136320130715,2705.989373261895
3104.0904399784613,2630.3531884466847
3533.0445598262077,2554.7170036314747
3961.998679673953,2479.0808188162646
787.8422652936376,2036.03645642318
1216.7963851413833,1960.40027160797
1645.75050498913,1884.76408679276
2074.7046248368756,1809.12790197755
2503.6587446846215,1733.49171716234
2932.612864532368,1657.8555323471298
3361.5669843801143,1582.2193475319195
3790.5211042278597,1506.5831627167097
616.3646898475441,1063.5388003236246
1045.3188096952897,987.9026155084143
1474.272929543036,912.2664306932045
1903.227049390782,836.6302458779944
2332.181169238528,760.9940610627842
2761.1352890862736,685.3578762475742
3190.089408934021,609.7216914323639
50.0,51.0
50.0,484.22222222222223
50.0,917.4444444444445
50.0,1350.6666666666667
50.0,1783.888888888889
50.0,2217.1111111111113
50.0,2650.3333333333335
50.0,3083.5555555555557
50.0,3516.777777777778
50.0,3950.0
451.0,50.0
888.375,50.0
1325.75,50.0
1763.125,50.0
2200.5,50.0
2637.875,50.0
3075.25,50.0
3512.625,50.0
3950.0,50.0
3400.0,3950.0
3950.0,3950.0
