x,y
51.0,51.0
51.0,484.1111111111111
51.0,917.2222222222222
51.0,1350.3333333333333
51.0,1783.4444444444443
51.0,2216.5555555555557
51.0,2649.6666666666665
51.0,3082.7777777777774
51.0,3515.8888888888887
51.0,3949.0
484.11111,51.0
979.0952371428572,51.0
1474.0793642857143,51.0
1969.0634914285715,51.0
2464.0476185714288,51.0
2959.0317457142855,51.0
3454.0158728571428,51.0
3949.0,51.0
3949.0,484.1111111111111
3949.0,917.2222222222222
3949.0,1350.3333333333333
3949.0,1783.4444444444443
3949.0,2216.5555555555557
3949.0,2649.6666666666665
3949.0,3082.7777777777774
3949.0,3515.8888888888887
484.11111,3949.0
917.2222212500001,3949.0
1350.3333325,3949.0
1783.4444437500001,3949.0
2216.555555,3949.0
2649.66666625,3949.0
3082.7777775,3949.0
3515.8888887499998,3949.0
3949.0,3949.0
841.5440693208616,2811.159575345278
1826.3518223330695,2984.807753012208
2811.1595753452775,3158.4559306791384
928.3681581543269,2318.755698839174
1913.175911166535,2492.403876506104
2897.983664178743,2666.0520541730343
1015.192246987792,1826.3518223330695
2000.0,2000.0
2984.807753012208,2173.64817766693
1102.0163358212574,1333.9479458269655
2086.8240888334653,1507.596123493896
3071.631841845673,1681.2443011608264
1188.8404246547223,841.5440693208616
2173.64817766693,1015.192246987792
3158.455930679138,1188.8404246547225
