x,y
51.0,51.0
51.0,484.1111111111111
51.0,917.2222222222222
51.0,1350.3333333333333
51.0,1783.4444444444443
51.0,2216.5555555555557
51.0,2649.6666666666665
51.0,3082.7777777777774
51.0,3515.8888888888887
51.0,3949.0
484.11111,51.0
917.2222212500001,51.0
1350.3333325,51.0
1783.4444437500001,51.0
2216.555555,51.0
2649.66666625,51.0
3082.7777775,51.0
3515.8888887499998,51.0
3949.0,51.0
3949.0,484.1111111111111
3949.0,917.2222222222222
3949.0,1350.3333333333333
3949.0,1783.4444444444443
3949.0,2216.5555555555557
3949.0,2649.6666666666665
3949.0,3082.7777777777774
3949.0,3515.8888888888887
484.11111,3949.0
917.2222212500001,3949.0
1350.3333325,3949.0
1783.4444437500001,3949.0
2216.555555,3949.0
2649.66666625,3949.0
3082.7777775,3949.0
3515.8888887499998,3949.0
3949.0,3949.0
1188.8404246547223,3158.4559306791384
2173.64817766693,2984.807753012208
3158.455930679138,2811.159575345278
1102.0163358212574,2666.0520541730343
2086.8240888334653,2492.403876506104
3071.631841845673,2318.755698839174
1015.192246987792,2173.64817766693
2000.0,2000.0
2984.807753012208,1826.3518223330698
928.3681581543269,1681.2443011608261
1913.175911166535,1507.596123493896
2897.983664178743,1333.9479458269657
841.5440693208618,1188.8404246547223
1826.3518223330698,1015.192246987792
