x,y
853.2007557886172,3320.928269618075
1739.5277334996044,3477.2116295183123
2527.3739359093706,3616.1301716518565
927.6214033601589,2898.867804041414
1813.948381071146,3055.1511639416512
2601.7945834809125,3194.0697060751954
1002.0420509317005,2476.8073384647537
1888.3690286426877,2633.090698364991
2676.2152310524543,2772.0092404985353
1076.462698503242,2054.7468728880926
1962.7896762142293,2211.03023278833
2750.6358786239957,2349.9487749218742
1150.8833460747835,1632.6864073114323
2037.2103237857707,1788.9697672116697
2825.056526195537,1927.888309345214
1225.3039936463251,1210.625941734772
2111.6309713573123,1366.9093016350093
2899.477173767079,1505.8278437685537
1299.724641217867,788.5654761581111
2186.051618928854,944.8488360583485
2973.897821338621,1083.767378191893
1374.1452887894084,366.50501058145056
2260.4722665003956,522.7883704816879
3048.3184689101618,661.7069126152322
727.8805965456946,110.21937875841331
652.6716413739507,536.7505588963672
577.462686202207,963.2817390343212
502.25373103046314,1389.812919172275
427.0447758587193,1816.3440993102295
351.83582068697535,2242.8752794481834
276.62686551523154,2669.4064595861373
201.41791034348776,3095.9376397240912
126.20895517174388,3522.4688198620456
51.0,3949.0
3949.0,51.0
3873.791044828256,477.5311801379541
3798.5820896565124,904.0623602759082
3723.3731344847683,1330.5935404138622
3648.1641793130248,1757.1247205518164
3572.9552241412807,2183.6559006897705
3497.7462689695367,2610.1870808277245
3422.537313797793,3036.7182609656784
3347.3283586260495,3463.2494411036328
3272.1194034543055,3889.7806212415867
500.0,3949.0
1100.0,3949.0
2000.0,3949.0
1800.0,51.0
2400.0,51.0
3000.0,51.0
