x,y
51.0,51.0
51.0,484.1111111111111
51.0,917.2222222222222
51.0,1350.3333333333333
51.0,1783.4444444444443
51.0,2216.5555555555557
51.0,2649.6666666666665
51.0,3082.7777777777774
51.0,3515.8888888888887
51.0,3949.0
484.11111,51.0
917.2222212500001,51.0
1350.3333325,51.0
1783.4444437500001,51.0
2216.555555,51.0
2649.66666625,51.0
3082.7777775,51.0
3515.8888887499998,51.0
3949.0,51.0
3949.0,484.1111111111111
3949.0,917.2222222222222
3949.0,1350.3333333333333
3949.0,1783.4444444444443
3949.0,2216.5555555555557
3949.0,2649.6666666666665
3949.0,3082.7777777777774
3949.0,3515.8888888888887
484.11111,3949.0
917.2222212500001,3949.0
1350.3333325,3949.0
1783.4444437500001,3949.0
2216.555555,3949.0
2649.66666625,3949.0
3082.7777775,3949.0
3515.8888887499998,3949.0
3949.0,3949.0
2260.9458912420437,2032.616167541195
1086.022907004468,1955.1112207393942
1573.7701100870863,2949.7488080926546
2269.7972361026596,1252.4010466078153
2853.4423482626016,2923.096142407005
2859.0135042181196,1059.221784880567
1634.7959376900317,2281.1061919261283
1680.91710553143,1042.1175508210126
1054.065535869851,2770.703137657512
1069.2373917724522,1201.625047618445
2893.4152263402184,1676.4548363691467
2178.2094979642025,2808.529015206361
2859.412528967345,2323.1552866080287
1686.1764414778986,1637.729492866174
